name,tif_path,shape,percolating,epsilon,surface_area,specific_surface_area,tau,D_rel,flux_relative_error,flux_min,flux_max,cg_converged,cg_time_s,n_pore,fft_000,fft_001,fft_002,fft_003,fft_004,fft_005,fft_006,fft_007,fft_008,fft_009,fft_010,fft_011,fft_012,fft_013,fft_014,fft_015,fft_016,fft_017,fft_018,fft_019,fft_020,fft_021,fft_022,fft_023,fft_024,fft_025,fft_026,fft_027,fft_028,fft_029,fft_030,fft_031,fft_032,fft_033,fft_034,fft_035,fft_036,fft_037,fft_038,fft_039,fft_040,fft_041,fft_042,fft_043,fft_044,fft_045,fft_046,fft_047,fft_048,fft_049,fft_050,fft_051,fft_052,fft_053,fft_054,fft_055,fft_056,fft_057,fft_058,fft_059,fft_060,fft_061,fft_062,fft_063,fft_064,fft_065,fft_066,fft_067,fft_068,fft_069,fft_070,fft_071,fft_072,fft_073,fft_074,fft_075,fft_076,fft_077,fft_078,fft_079,fft_080,fft_081,fft_082,fft_083,fft_084,fft_085,fft_086,fft_087,fft_088,fft_089,fft_090,fft_091,fft_092,fft_093,fft_094,fft_095,fft_096,fft_097,fft_098,fft_099,fft_100,fft_101,fft_102,fft_103,fft_104,fft_105,fft_106,fft_107,fft_108,fft_109,fft_110,fft_111,fft_112,fft_113,fft_114,fft_115,fft_116,fft_117,fft_118,fft_119,fft_120,fft_121,fft_122,fft_123,fft_124
ellipsoid_01,runs/synthetic_library/ellipsoid_01_bin.tif,"(128, 128, 128)",True,0.9295644760131836,70535.34375,0.033633872866630554,1.0291394398111418,0.9032444390468299,2.618957639145874e-07,0.007112160325050354,0.007112162187695503,True,13.239,1949438,0.0065228017047047615,0.006274959538131952,0.003291006898507476,0.009831266477704048,0.006910563446581364,0.003685292089357972,0.011523659341037273,0.008884871378540993,0.011305783875286579,0.005107710137963295,0.004787242505699396,0.006222873460501432,0.012663816101849079,0.003880096133798361,0.003815780160948634,0.007648662198334932,0.0006988953100517392,0.006584199611097574,0.008241552859544754,0.007751207333058119,0.005925460252910852,0.005021585151553154,0.009235478937625885,0.010085207410156727,0.0017780160997062922,0.0067959437146782875,0.003681347705423832,0.011144870892167091,0.009064615704119205,0.010902856476604939,0.0059644305147230625,0.003179019084200263,0.00331676728092134,0.008154889568686485,0.01450287364423275,0.009564921259880066,0.005640379618853331,0.018768345937132835,0.018566129729151726,0.00812250841408968,0.008181833662092686,0.011443828232586384,0.008383158594369888,0.01121168676763773,0.006580521818250418,0.004811136983335018,0.0062372637912631035,0.008807285688817501,0.014185460284352303,0.007960999384522438,0.00843261368572712,0.0016459813341498375,0.018583137542009354,0.010338463820517063,0.01650542952120304,0.012134290300309658,0.007400645408779383,0.014236588031053543,0.003054209752008319,0.008829521015286446,0.021339990198612213,0.01676533743739128,1.0,0.01676533743739128,0.021339990198612213,0.008829521015286446,0.003054209752008319,0.014236588031053543,0.007400645408779383,0.012134290300309658,0.01650542952120304,0.010338463820517063,0.018583137542009354,0.0016459813341498375,0.00843261368572712,0.007960999384522438,0.014185460284352303,0.008807285688817501,0.0062372637912631035,0.004811136983335018,0.006580521818250418,0.01121168676763773,0.008383158594369888,0.011443828232586384,0.008181833662092686,0.00812250841408968,0.018566129729151726,0.018768345937132835,0.005640379618853331,0.009564921259880066,0.01450287364423275,0.008154889568686485,0.00331676728092134,0.003179019084200263,0.0059644305147230625,0.010902856476604939,0.009064615704119205,0.011144870892167091,0.003681347705423832,0.0067959437146782875,0.0017780160997062922,0.010085207410156727,0.009235478937625885,0.005021585151553154,0.005925460252910852,0.007751207333058119,0.008241552859544754,0.006584199611097574,0.0006988953100517392,0.007648662198334932,0.003815780160948634,0.003880096133798361,0.012663816101849079,0.006222873460501432,0.004787242505699396,0.005107710137963295,0.011305783875286579,0.008884871378540993,0.011523659341037273,0.003685292089357972,0.006910563446581364,0.009831266477704048,0.003291006898507476,0.006274959538131952,0.0065228017047047615
ellipsoid_02,runs/synthetic_library/ellipsoid_02_bin.tif,"(128, 128, 128)",True,0.8820071220397949,109699.484375,0.052308790385723114,1.0522312048016278,0.8382255895994604,2.1165774153005688e-07,0.006600200664252043,0.006600202061235905,True,10.287,1849703,0.015054088085889816,0.0041907066479325294,0.0034485359210520983,0.005521030630916357,0.005920872557908297,0.008092528209090233,0.007249307353049517,0.0058968341909348965,0.004155059810727835,0.006807303987443447,0.014748862944543362,0.006114535965025425,0.019505534321069717,0.0054657477885484695,0.002464886289089918,0.006599043030291796,0.017516320571303368,0.015005704015493393,0.004852045327425003,0.003111000172793865,0.007657892070710659,0.0013483657967299223,0.006255770567804575,0.008167666383087635,0.005474449601024389,0.002633929019793868,0.004974741023033857,0.014947274699807167,0.00693644629791379,0.007366321515291929,0.011880974285304546,0.011453300714492798,0.01160997524857521,0.020542265847325325,0.012397644110023975,0.008342105895280838,0.013107411563396454,0.036809585988521576,0.01270995195955038,0.0017072864575311542,0.004412265960127115,0.0092625692486763,0.008349158801138401,0.010822382755577564,0.01064271293580532,0.015250868164002895,0.0003048964135814458,0.012311571277678013,0.00606416305527091,0.008290623314678669,0.007875162176787853,0.018268976360559464,0.033017855137586594,0.017514854669570923,0.005665575619786978,0.009886370971798897,0.009564683772623539,0.029902329668402672,0.008421008475124836,0.02973330207169056,0.020551146939396858,0.044589851051568985,1.0,0.044589851051568985,0.020551146939396858,0.02973330207169056,0.008421008475124836,0.029902329668402672,0.009564683772623539,0.009886370971798897,0.005665575619786978,0.017514854669570923,0.033017855137586594,0.018268976360559464,0.007875162176787853,0.008290623314678669,0.00606416305527091,0.012311571277678013,0.0003048964135814458,0.015250868164002895,0.01064271293580532,0.010822382755577564,0.008349158801138401,0.0092625692486763,0.004412265960127115,0.0017072864575311542,0.01270995195955038,0.036809585988521576,0.013107411563396454,0.008342105895280838,0.012397644110023975,0.020542265847325325,0.01160997524857521,0.011453300714492798,0.011880974285304546,0.007366321515291929,0.00693644629791379,0.014947274699807167,0.004974741023033857,0.002633929019793868,0.005474449601024389,0.008167666383087635,0.006255770567804575,0.0013483657967299223,0.007657892070710659,0.003111000172793865,0.004852045327425003,0.015005704015493393,0.017516320571303368,0.006599043030291796,0.002464886289089918,0.0054657477885484695,0.019505534321069717,0.006114535965025425,0.014748862944543362,0.006807303987443447,0.004155059810727835,0.0058968341909348965,0.007249307353049517,0.008092528209090233,0.005920872557908297,0.005521030630916357,0.0034485359210520983,0.0041907066479325294,0.015054088085889816
ellipsoid_03,runs/synthetic_library/ellipsoid_03_bin.tif,"(128, 128, 128)",True,0.8351278305053711,145749.21875,0.06949864327907562,1.0852202609997461,0.7695468473248184,1.536981897811453e-07,0.006059423554688692,0.006059424486011267,True,9.361,1751390,0.0064994352869689465,0.006747794337570667,0.012324978597462177,0.008072965778410435,0.010995365679264069,0.008551654405891895,0.010275114327669144,0.013283944688737392,0.015560230240225792,0.009207084774971008,0.013593814335763454,0.01570657268166542,0.03526163846254349,0.002981137717142701,0.009572174400091171,0.00987096969038248,0.018337178975343704,0.00923686008900404,0.004184576217085123,0.004603919573128223,0.010644115507602692,0.007823668420314789,0.024228397756814957,0.009570447728037834,0.002019374631345272,0.017355158925056458,0.005891513545066118,0.008586537092924118,0.0021057366393506527,0.006153792608529329,0.008591451682150364,0.0005464506684802473,0.02137325145304203,0.019548166543245316,0.008080669678747654,0.009928254410624504,0.024540191516280174,0.052633434534072876,0.018948035314679146,0.005018682684749365,0.010333453305065632,0.006850644014775753,0.01957765594124794,0.00850097555667162,0.0006052450044080615,0.012590569444000721,0.020626988261938095,0.011078538373112679,0.005108502693474293,0.012338363565504551,0.0014305933145806193,0.0034607381094247103,0.033914607018232346,0.014444376341998577,0.013336699455976486,0.015622062608599663,0.013398402370512486,0.051702216267585754,0.031890589743852615,0.0032322448678314686,0.031678009778261185,0.05691768229007721,1.0,0.05691768229007721,0.031678009778261185,0.0032322448678314686,0.031890589743852615,0.051702216267585754,0.013398402370512486,0.015622062608599663,0.013336699455976486,0.014444376341998577,0.033914607018232346,0.0034607381094247103,0.0014305933145806193,0.012338363565504551,0.005108502693474293,0.011078538373112679,0.020626988261938095,0.012590569444000721,0.0006052450044080615,0.00850097555667162,0.01957765594124794,0.006850644014775753,0.010333453305065632,0.005018682684749365,0.018948035314679146,0.052633434534072876,0.024540191516280174,0.009928254410624504,0.008080669678747654,0.019548166543245316,0.02137325145304203,0.0005464506684802473,0.008591451682150364,0.006153792608529329,0.0021057366393506527,0.008586537092924118,0.005891513545066118,0.017355158925056458,0.002019374631345272,0.009570447728037834,0.024228397756814957,0.007823668420314789,0.010644115507602692,0.004603919573128223,0.004184576217085123,0.00923686008900404,0.018337178975343704,0.00987096969038248,0.009572174400091171,0.002981137717142701,0.03526163846254349,0.01570657268166542,0.013593814335763454,0.009207084774971008,0.015560230240225792,0.013283944688737392,0.010275114327669144,0.008551654405891895,0.010995365679264069,0.008072965778410435,0.012324978597462177,0.006747794337570667,0.0064994352869689465
ellipsoid_04,runs/synthetic_library/ellipsoid_04_bin.tif,"(128, 128, 128)",True,0.7881722450256348,174990.75,0.0834420919418335,1.1249110872450665,0.7006529262289405,1.6881104523916557e-07,0.0055169519037008286,0.005516952835023403,True,8.802,1652917,0.003440374042838812,0.002949151210486889,0.007775051519274712,0.006805465091019869,0.012264283373951912,0.0015046520857140422,0.01001577079296112,0.020505135878920555,0.010799829848110676,0.0010817155707627535,0.00788036733865738,0.010070244781672955,0.04124397411942482,0.009109693579375744,0.0043243346735835075,0.0031371740624308586,0.010372857563197613,0.014627550728619099,0.006402536295354366,0.012787058018147945,0.0015820786356925964,0.0074515496380627155,0.006451458670198917,0.015630338340997696,0.0010289198253303766,0.004715504590421915,0.012121163308620453,0.003950038459151983,0.008599640801548958,0.01614944078028202,0.004921272397041321,0.020048389211297035,0.02828342467546463,0.006382141727954149,0.027398012578487396,0.003373859915882349,0.01948722079396248,0.07122499495744705,0.013659457676112652,0.024329805746674538,0.007587057072669268,0.022029012441635132,0.017362002283334732,0.0021338665392249823,0.008743883110582829,0.003778513055294752,0.010992730036377907,0.017202740535140038,0.010188275016844273,0.019475257024168968,0.004767920356243849,0.02101125940680504,0.031002165749669075,0.017627602443099022,0.019350524991750717,0.02177196927368641,0.021967502310872078,0.08933968842029572,0.018598979339003563,0.007478041108697653,0.04528884217143059,0.05872984230518341,1.0,0.05872984230518341,0.04528884217143059,0.007478041108697653,0.018598979339003563,0.08933968842029572,0.021967502310872078,0.02177196927368641,0.019350524991750717,0.017627602443099022,0.031002165749669075,0.02101125940680504,0.004767920356243849,0.019475257024168968,0.010188275016844273,0.017202740535140038,0.010992730036377907,0.003778513055294752,0.008743883110582829,0.0021338665392249823,0.017362002283334732,0.022029012441635132,0.007587057072669268,0.024329805746674538,0.013659457676112652,0.07122499495744705,0.01948722079396248,0.003373859915882349,0.027398012578487396,0.006382141727954149,0.02828342467546463,0.020048389211297035,0.004921272397041321,0.01614944078028202,0.008599640801548958,0.003950038459151983,0.012121163308620453,0.004715504590421915,0.0010289198253303766,0.015630338340997696,0.006451458670198917,0.0074515496380627155,0.0015820786356925964,0.012787058018147945,0.006402536295354366,0.014627550728619099,0.010372857563197613,0.0031371740624308586,0.0043243346735835075,0.009109693579375744,0.04124397411942482,0.010070244781672955,0.00788036733865738,0.0010817155707627535,0.010799829848110676,0.020505135878920555,0.01001577079296112,0.0015046520857140422,0.012264283373951912,0.006805465091019869,0.007775051519274712,0.002949151210486889,0.003440374042838812
ellipsoid_05,runs/synthetic_library/ellipsoid_05_bin.tif,"(128, 128, 128)",True,0.7379312515258789,206852.515625,0.09863496571779251,1.1582153302492497,0.6371278571896255,1.8564241557911151e-07,0.0050167543813586235,0.005016755312681198,True,8.72,1547554,0.006455196067690849,0.0041956109926104546,0.012882702052593231,0.019162634387612343,0.006475461181253195,0.009045017883181572,0.012105480767786503,0.02088269218802452,0.0080728679895401,0.012246105819940567,0.02589382790029049,0.013678773306310177,0.07417567074298859,0.008543726056814194,0.005717705935239792,0.006271649617701769,0.01304523553699255,0.00876081082969904,0.005079412367194891,0.0006557625601999462,0.018372517079114914,0.00735187903046608,0.016960810869932175,0.005041547119617462,0.006301541347056627,0.004722204525023699,0.01967775449156761,0.0188423004001379,0.017747092992067337,0.0015447520418092608,0.002496106317266822,0.005756894592195749,0.018017850816249847,0.01941622607409954,0.010099625214934349,0.00473844725638628,0.006305807735770941,0.06454155594110489,0.03408941626548767,0.02533409371972084,0.0029842094518244267,0.017227377742528915,0.03449293226003647,0.029351145029067993,0.008286499418318272,0.004415367264300585,0.012947489507496357,0.01318967342376709,0.014024262316524982,0.022826505824923515,0.01643146574497223,0.005010461900383234,0.06001504883170128,0.0147275784984231,0.01958758383989334,0.009547052904963493,0.04184607043862343,0.08287035673856735,0.014353245496749878,0.013303296640515327,0.06605671346187592,0.08008500933647156,1.0,0.08008500933647156,0.06605671346187592,0.013303296640515327,0.014353245496749878,0.08287035673856735,0.04184607043862343,0.009547052904963493,0.01958758383989334,0.0147275784984231,0.06001504883170128,0.005010461900383234,0.01643146574497223,0.022826505824923515,0.014024262316524982,0.01318967342376709,0.012947489507496357,0.004415367264300585,0.008286499418318272,0.029351145029067993,0.03449293226003647,0.017227377742528915,0.0029842094518244267,0.02533409371972084,0.03408941626548767,0.06454155594110489,0.006305807735770941,0.00473844725638628,0.010099625214934349,0.01941622607409954,0.018017850816249847,0.005756894592195749,0.002496106317266822,0.0015447520418092608,0.017747092992067337,0.0188423004001379,0.01967775449156761,0.004722204525023699,0.006301541347056627,0.005041547119617462,0.016960810869932175,0.00735187903046608,0.018372517079114914,0.0006557625601999462,0.005079412367194891,0.00876081082969904,0.01304523553699255,0.006271649617701769,0.005717705935239792,0.008543726056814194,0.07417567074298859,0.013678773306310177,0.02589382790029049,0.012246105819940567,0.0080728679895401,0.02088269218802452,0.012105480767786503,0.009045017883181572,0.006475461181253195,0.019162634387612343,0.012882702052593231,0.0041956109926104546,0.006455196067690849
ellipsoid_06,runs/synthetic_library/ellipsoid_06_bin.tif,"(128, 128, 128)",True,0.7181291580200195,215170.625,0.10260134935379028,1.1818199324068885,0.6076468490064144,2.9197372976098934e-07,0.004784620366990566,0.004784621763974428,True,8.293,1506026,0.004615359008312225,0.01153409481048584,0.012481700628995895,0.017550280317664146,0.008999531157314777,0.00201916741207242,0.01928786188364029,0.0189946461468935,0.01092493999749422,0.013759438879787922,0.011948403902351856,0.01898258365690708,0.06667913496494293,0.03266405686736107,0.011758226901292801,0.012047234922647476,0.004613449331372976,0.020944803953170776,0.00552308140322566,0.016511058434844017,0.010800487361848354,0.0072328150272369385,0.01079740934073925,0.010539878159761429,0.008158626034855843,0.005896574351936579,0.004025303293019533,0.01277302484959364,0.01552628818899393,0.021064765751361847,0.00482458109036088,0.014334193430840969,0.007836881093680859,0.007204095833003521,0.02326991781592369,0.012724838219583035,0.024617061018943787,0.08341199904680252,0.025863483548164368,0.023193862289190292,0.005670733749866486,0.002366365399211645,0.011935336515307426,0.013747142627835274,0.008732687681913376,0.011264053173363209,0.005431835539638996,0.030346857383847237,0.014819921925663948,0.0031858317088335752,0.01175428181886673,0.03172377496957779,0.056699641048908234,0.006486797239631414,0.02976641245186329,0.02003541961312294,0.02110203728079796,0.0889352411031723,0.03586863726377487,0.01844550296664238,0.07320643961429596,0.10688098520040512,1.0,0.10688098520040512,0.07320643961429596,0.01844550296664238,0.03586863726377487,0.0889352411031723,0.02110203728079796,0.02003541961312294,0.02976641245186329,0.006486797239631414,0.056699641048908234,0.03172377496957779,0.01175428181886673,0.0031858317088335752,0.014819921925663948,0.030346857383847237,0.005431835539638996,0.011264053173363209,0.008732687681913376,0.013747142627835274,0.011935336515307426,0.002366365399211645,0.005670733749866486,0.023193862289190292,0.025863483548164368,0.08341199904680252,0.024617061018943787,0.012724838219583035,0.02326991781592369,0.007204095833003521,0.007836881093680859,0.014334193430840969,0.00482458109036088,0.021064765751361847,0.01552628818899393,0.01277302484959364,0.004025303293019533,0.005896574351936579,0.008158626034855843,0.010539878159761429,0.01079740934073925,0.0072328150272369385,0.010800487361848354,0.016511058434844017,0.00552308140322566,0.020944803953170776,0.004613449331372976,0.012047234922647476,0.011758226901292801,0.03266405686736107,0.06667913496494293,0.01898258365690708,0.011948403902351856,0.013759438879787922,0.01092493999749422,0.0189946461468935,0.01928786188364029,0.00201916741207242,0.008999531157314777,0.017550280317664146,0.012481700628995895,0.01153409481048584,0.004615359008312225
ellipsoid_07,runs/synthetic_library/ellipsoid_07_bin.tif,"(128, 128, 128)",True,0.6856389045715332,215793.203125,0.10289821773767471,1.2254602746686376,0.5594950066879392,3.1710187489654554e-07,0.004405471961945295,0.004405473358929157,True,8.05,1437889,0.003961804788559675,0.015069765970110893,0.015770357102155685,0.008955756202340126,0.009715056978166103,0.005196155048906803,0.013812310993671417,0.017029862850904465,0.004656665958464146,0.007423761300742626,0.016851115971803665,0.028205858543515205,0.09072188287973404,0.031048666685819626,0.00561962416395545,0.01705390214920044,0.021532023325562477,0.01755043864250183,0.0166726466268301,0.008526175282895565,0.007206176873296499,0.007377907168120146,0.009935138747096062,0.012880218215286732,0.010422836057841778,0.005083376541733742,0.004076808225363493,0.02298833429813385,0.01886831410229206,0.019353382289409637,0.014292895793914795,0.015530657023191452,0.03661804646253586,0.02762056700885296,0.010386795736849308,0.033287473022937775,0.023664457723498344,0.10608118772506714,0.03279782086610794,0.01179806049913168,0.018261047080159187,0.0032669936772435904,0.02016538567841053,0.014862668700516224,0.012003911659121513,0.02003847435116768,0.012681584805250168,0.017992505803704262,0.020980626344680786,0.007678057532757521,0.018508171662688255,0.020022373646497726,0.08493322134017944,0.03492952138185501,0.013419296592473984,0.009258384816348553,0.025691945105791092,0.09613770991563797,0.0275418721139431,0.03646928444504738,0.09444433450698853,0.11954649537801743,1.0,0.11954649537801743,0.09444433450698853,0.03646928444504738,0.0275418721139431,0.09613770991563797,0.025691945105791092,0.009258384816348553,0.013419296592473984,0.03492952138185501,0.08493322134017944,0.020022373646497726,0.018508171662688255,0.007678057532757521,0.020980626344680786,0.017992505803704262,0.012681584805250168,0.02003847435116768,0.012003911659121513,0.014862668700516224,0.02016538567841053,0.0032669936772435904,0.018261047080159187,0.01179806049913168,0.03279782086610794,0.10608118772506714,0.023664457723498344,0.033287473022937775,0.010386795736849308,0.02762056700885296,0.03661804646253586,0.015530657023191452,0.014292895793914795,0.019353382289409637,0.01886831410229206,0.02298833429813385,0.004076808225363493,0.005083376541733742,0.010422836057841778,0.012880218215286732,0.009935138747096062,0.007377907168120146,0.007206176873296499,0.008526175282895565,0.0166726466268301,0.01755043864250183,0.021532023325562477,0.01705390214920044,0.00561962416395545,0.031048666685819626,0.09072188287973404,0.028205858543515205,0.016851115971803665,0.007423761300742626,0.004656665958464146,0.017029862850904465,0.013812310993671417,0.005196155048906803,0.009715056978166103,0.008955756202340126,0.015770357102155685,0.015069765970110893,0.003961804788559675
ellipsoid_08,runs/synthetic_library/ellipsoid_08_bin.tif,"(128, 128, 128)",True,0.6569709777832031,217593.5625,0.10375669598579407,1.2660823051511618,0.5189006868749857,2.2793950212086309e-07,0.004085831344127655,0.00408583227545023,True,7.98,1377768,0.011121727526187897,0.0062545957043766975,0.01144343800842762,0.009581371210515499,0.008789579384028912,0.014201920479536057,0.01919497177004814,0.01703905314207077,0.011271201074123383,0.010923055931925774,0.009227140806615353,0.018931681290268898,0.0857066959142685,0.023696618154644966,0.030091462656855583,0.01057425420731306,0.016272233799099922,0.03788177669048309,0.02143511176109314,0.021796466782689095,0.01370166428387165,0.004108339082449675,0.017833426594734192,0.0071518514305353165,0.006784295663237572,0.00962415523827076,0.024820471182465553,0.03609079867601395,0.004697491880506277,0.015154529362916946,0.03191026300191879,0.011772974394261837,0.024886172264814377,0.004898213315755129,0.023006876930594444,0.023764433339238167,0.02436911128461361,0.1321696639060974,0.031814783811569214,0.0532541461288929,0.02141701802611351,0.02056676335632801,0.018625106662511826,0.010752490721642971,0.009241471067070961,0.009931083768606186,0.019747192040085793,0.024002430960536003,0.011819402687251568,0.0024778838269412518,0.01603526808321476,0.02132474258542061,0.10048189014196396,0.020157674327492714,0.021587468683719635,0.018811793997883797,0.028204655274748802,0.12537133693695068,0.04292463883757591,0.02971070073544979,0.11072048544883728,0.11021094024181366,1.0,0.11021094024181366,0.11072048544883728,0.02971070073544979,0.04292463883757591,0.12537133693695068,0.028204655274748802,0.018811793997883797,0.021587468683719635,0.020157674327492714,0.10048189014196396,0.02132474258542061,0.01603526808321476,0.0024778838269412518,0.011819402687251568,0.024002430960536003,0.019747192040085793,0.009931083768606186,0.009241471067070961,0.010752490721642971,0.018625106662511826,0.02056676335632801,0.02141701802611351,0.0532541461288929,0.031814783811569214,0.1321696639060974,0.02436911128461361,0.023764433339238167,0.023006876930594444,0.004898213315755129,0.024886172264814377,0.011772974394261837,0.03191026300191879,0.015154529362916946,0.004697491880506277,0.03609079867601395,0.024820471182465553,0.00962415523827076,0.006784295663237572,0.0071518514305353165,0.017833426594734192,0.004108339082449675,0.01370166428387165,0.021796466782689095,0.02143511176109314,0.03788177669048309,0.016272233799099922,0.01057425420731306,0.030091462656855583,0.023696618154644966,0.0857066959142685,0.018931681290268898,0.009227140806615353,0.010923055931925774,0.011271201074123383,0.01703905314207077,0.01919497177004814,0.014201920479536057,0.008789579384028912,0.009581371210515499,0.01144343800842762,0.0062545957043766975,0.011121727526187897
grf_p28_s03,runs/synthetic_library/grf_p28_s03_bin.tif,"(128, 128, 128)",True,0.2746143341064453,268835.15625,0.12819059193134308,5.421749877825592,0.050650498509639874,1.240562964554343e-06,0.00039882256533019245,0.0003988230600953102,True,7.953,575908,0.021619727835059166,0.02979297749698162,0.04887252673506737,0.040650323033332825,0.011963672935962677,0.009491081349551678,0.012494174763560295,0.02416178025305271,0.009312527254223824,0.013833359815180302,0.03417384251952171,0.024254469200968742,0.027198541909456253,0.0388561375439167,0.009100867435336113,0.024863597005605698,0.01490128505975008,0.010513508692383766,0.022786352783441544,0.029643969610333443,0.04162251204252243,0.04034116491675377,0.04039553925395012,0.016486991196870804,0.01776929385960102,0.04099905863404274,0.05148083716630936,0.041013192385435104,0.02765008993446827,0.0076018874533474445,0.04482949897646904,0.013050311245024204,0.02593831904232502,0.029636668041348457,0.026416491717100143,0.02076658234000206,0.01037984061986208,0.0219520702958107,0.04492432251572609,0.034809235483407974,0.022046372294425964,0.018449075520038605,0.010459870100021362,0.018127501010894775,0.028033435344696045,0.009534336626529694,0.051981501281261444,0.02218395657837391,0.02434958517551422,0.026545388624072075,0.02369566075503826,0.035563115030527115,0.024363944306969643,0.06543513387441635,0.030536696314811707,0.02530757337808609,0.023178691044449806,0.04051034152507782,0.04640888422727585,0.01192843820899725,0.04204566404223442,0.02423691563308239,1.0,0.02423691563308239,0.04204566404223442,0.01192843820899725,0.04640888422727585,0.04051034152507782,0.023178691044449806,0.02530757337808609,0.030536696314811707,0.06543513387441635,0.024363944306969643,0.035563115030527115,0.02369566075503826,0.026545388624072075,0.02434958517551422,0.02218395657837391,0.051981501281261444,0.009534336626529694,0.028033435344696045,0.018127501010894775,0.010459870100021362,0.018449075520038605,0.022046372294425964,0.034809235483407974,0.04492432251572609,0.0219520702958107,0.01037984061986208,0.02076658234000206,0.026416491717100143,0.029636668041348457,0.02593831904232502,0.013050311245024204,0.04482949897646904,0.0076018874533474445,0.02765008993446827,0.041013192385435104,0.05148083716630936,0.04099905863404274,0.01776929385960102,0.016486991196870804,0.04039553925395012,0.04034116491675377,0.04162251204252243,0.029643969610333443,0.022786352783441544,0.010513508692383766,0.01490128505975008,0.024863597005605698,0.009100867435336113,0.0388561375439167,0.027198541909456253,0.024254469200968742,0.03417384251952171,0.013833359815180302,0.009312527254223824,0.02416178025305271,0.012494174763560295,0.009491081349551678,0.011963672935962677,0.040650323033332825,0.04887252673506737,0.02979297749698162,0.021619727835059166
grf_p28_s05,runs/synthetic_library/grf_p28_s05_bin.tif,"(128, 128, 128)",True,0.27391958236694336,161212.859375,0.07687228173017502,6.295825266238884,0.0435081297182478,8.49538853319641e-07,0.0003425835748203099,0.00034258386585861444,True,7.406,574451,0.035664331167936325,0.0251349825412035,0.045393623411655426,0.060515474528074265,0.025922005996108055,0.05600661784410477,0.06900656223297119,0.011547225527465343,0.025200530886650085,0.042059849947690964,0.030248278751969337,0.06979050487279892,0.013128210790455341,0.03452470526099205,0.0943743959069252,0.04226798564195633,0.04811649024486542,0.017303969711065292,0.04071883484721184,0.024706771597266197,0.03783084452152252,0.08731916546821594,0.03258409723639488,0.025014817714691162,0.040817998349666595,0.04860622435808182,0.06647351384162903,0.03255781903862953,0.06174520403146744,0.026867102831602097,0.06147291138768196,0.038889363408088684,0.07144790887832642,0.048469893634319305,0.0273913387209177,0.045686278492212296,0.04561349004507065,0.07010266184806824,0.036608029156923294,0.03850818797945976,0.032513298094272614,0.0822618380188942,0.04967929422855377,0.05075746029615402,0.03367404267191887,0.01676570624113083,0.012120080180466175,0.04615778103470802,0.0808219313621521,0.027621036395430565,0.07876624166965485,0.037245411425828934,0.05349802225828171,0.07332204282283783,0.04229830577969551,0.07624682784080505,0.07671692222356796,0.04567031189799309,0.050741661339998245,0.05120684951543808,0.03500722348690033,0.05839906632900238,1.0,0.05839906632900238,0.03500722348690033,0.05120684951543808,0.050741661339998245,0.04567031189799309,0.07671692222356796,0.07624682784080505,0.04229830577969551,0.07332204282283783,0.05349802225828171,0.037245411425828934,0.07876624166965485,0.027621036395430565,0.0808219313621521,0.04615778103470802,0.012120080180466175,0.01676570624113083,0.03367404267191887,0.05075746029615402,0.04967929422855377,0.0822618380188942,0.032513298094272614,0.03850818797945976,0.036608029156923294,0.07010266184806824,0.04561349004507065,0.045686278492212296,0.0273913387209177,0.048469893634319305,0.07144790887832642,0.038889363408088684,0.06147291138768196,0.026867102831602097,0.06174520403146744,0.03255781903862953,0.06647351384162903,0.04860622435808182,0.040817998349666595,0.025014817714691162,0.03258409723639488,0.08731916546821594,0.03783084452152252,0.024706771597266197,0.04071883484721184,0.017303969711065292,0.04811649024486542,0.04226798564195633,0.0943743959069252,0.03452470526099205,0.013128210790455341,0.06979050487279892,0.030248278751969337,0.042059849947690964,0.025200530886650085,0.011547225527465343,0.06900656223297119,0.05600661784410477,0.025922005996108055,0.060515474528074265,0.045393623411655426,0.0251349825412035,0.035664331167936325
